id,lang,label,HuggingFaceTB/SmolLM3-3B,microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-3B-Instruct,Qwen/Qwen2.5-Omni-7B,google/gemma-3n-E4B-it,meta-llama/Llama-3.1-8B-Instruct,Qwen/Qwen2.5-7B-Instruct
es_291,es,0,0,0,1,0,0,0,0
es_998,es,0,0,1,1,1,0,1,1
es_2076,es,0,0,0,1,0,0,0,0
es_825,es,1,1,1,1,1,0,1,1
es_1517,es,0,1,1,1,1,1,1,1
es_438,es,0,1,1,1,1,1,1,1
es_821,es,0,1,1,1,1,1,1,1
es_945,es,0,1,1,1,1,1,1,1
es_315,es,0,1,1,1,0,1,0,1
es_1668,es,0,1,1,1,1,1,1,1
es_1875,es,0,0,1,1,1,1,1,1
es_1822,es,0,1,1,1,1,1,1,1
es_1762,es,0,1,1,1,1,1,1,1
es_1110,es,0,1,1,1,1,1,1,1
es_209,es,0,0,1,1,1,0,0,0
es_900,es,0,0,1,1,1,1,1,1
es_1403,es,0,1,1,1,1,0,1,1
es_1823,es,1,1,1,1,0,0,1,1
es_1728,es,0,0,0,1,0,0,0,0
es_1422,es,0,0,1,1,1,1,0,0
es_392,es,1,1,1,1,1,1,1,1
es_356,es,0,1,1,1,1,1,1,1
es_1323,es,0,1,1,1,1,1,1,1
es_1333,es,1,1,1,1,1,1,1,1
es_1790,es,0,0,1,1,1,1,1,1
es_974,es,0,0,1,1,1,1,1,0
es_1389,es,0,0,1,1,0,0,0,0
es_181,es,0,0,1,1,0,0,0,0
es_112,es,0,0,0,1,0,0,0,0
es_471,es,0,1,1,1,1,1,1,1
es_400,es,0,1,1,1,1,1,1,1
es_380,es,0,0,0,1,0,0,0,0
es_914,es,0,0,0,1,1,1,0,1
es_1493,es,0,1,1,1,1,1,1,1
es_1421,es,0,1,1,1,1,1,1,1
es_434,es,0,1,1,1,1,1,1,1
es_259,es,0,0,1,1,0,0,0,0
es_763,es,0,1,1,1,1,1,0,1
es_1712,es,0,1,1,1,1,1,1,1
es_529,es,0,0,1,1,1,0,0,0
es_874,es,0,0,1,1,0,0,0,0
es_255,es,0,0,1,1,1,0,0,1
es_518,es,0,1,1,1,1,1,1,1
es_492,es,0,1,1,1,1,1,1,1
es_1404,es,0,0,1,1,1,1,0,0
es_1147,es,0,1,1,1,1,1,1,1
es_1372,es,0,0,0,1,1,1,0,1
es_1193,es,0,0,1,1,1,0,1,1
es_1814,es,0,1,1,1,1,1,1,1
es_1730,es,0,1,1,1,1,1,1,1
es_388,es,1,1,1,1,1,1,1,1
es_428,es,1,1,1,1,1,1,1,1
es_359,es,0,1,0,1,1,1,1,1
es_634,es,0,1,1,1,1,1,1,1
es_230,es,0,0,0,1,1,0,0,0
es_1645,es,0,1,1,1,1,1,1,1
es_462,es,0,1,1,1,1,1,1,1
es_1796,es,1,1,1,1,1,1,1,1
es_965,es,0,0,1,1,1,1,1,1
es_317,es,1,0,1,1,1,0,0,1
es_1580,es,0,0,0,1,0,0,0,0
es_1500,es,0,1,1,1,1,1,1,1
es_928,es,0,1,1,1,1,1,1,1
es_590,es,0,1,1,1,1,1,1,1
es_1136,es,0,0,0,0,0,0,0,0
es_831,es,0,0,0,1,0,0,0,0
es_1870,es,1,0,0,1,0,0,0,1
es_2004,es,0,1,1,1,1,1,1,1
es_1591,es,0,0,1,1,1,0,0,0
es_316,es,0,1,1,1,1,1,1,1
es_1337,es,0,0,1,1,1,1,1,1
es_2036,es,0,1,1,1,1,1,1,1
es_864,es,0,1,1,1,1,1,1,1
es_1685,es,0,1,1,1,1,1,1,1
es_884,es,0,1,1,1,1,1,1,1
es_1506,es,0,0,1,1,0,1,0,0
es_1170,es,0,1,1,1,1,1,1,1
es_194,es,0,0,1,1,1,0,1,0
es_411,es,0,1,1,1,1,1,1,1
es_614,es,1,1,1,1,1,1,1,1
es_600,es,0,1,1,1,1,1,1,1
es_1763,es,0,1,1,1,1,1,1,1
es_1740,es,1,1,1,1,1,1,1,1
es_1447,es,0,1,0,1,0,1,1,0
es_1516,es,0,1,0,1,1,0,0,1
es_313,es,0,0,1,1,0,0,0,0
es_337,es,0,1,1,1,1,1,1,1
es_1852,es,0,0,1,1,1,1,1,1
es_463,es,1,1,1,1,1,1,1,1
es_1414,es,0,1,1,1,1,1,1,1
es_419,es,0,1,1,1,1,1,1,1
es_774,es,0,1,1,1,1,1,1,1
es_1855,es,1,1,1,1,1,1,1,1
es_726,es,0,0,0,1,0,0,0,0
es_1807,es,0,1,1,1,1,1,1,1
es_451,es,0,1,1,1,1,1,1,1
es_403,es,0,1,1,1,1,0,1,1
es_2047,es,0,0,1,1,1,0,1,1
es_797,es,0,0,1,1,1,1,0,1
es_478,es,1,1,1,1,0,1,1,1
es_249,es,0,0,0,1,1,0,0,1
es_795,es,0,1,1,1,1,1,1,1
es_113,es,0,0,0,1,0,0,1,0
es_640,es,0,1,1,1,1,1,1,0
es_814,es,0,0,1,1,1,0,0,1
es_120,es,0,0,0,1,1,0,0,0
es_464,es,1,0,1,1,1,1,1,1
es_770,es,1,0,1,1,0,0,0,0
es_1364,es,0,0,1,1,1,1,1,1
es_589,es,0,0,1,1,0,1,0,0
es_304,es,0,0,0,1,1,1,1,1
es_912,es,0,0,1,1,1,1,1,0
es_1486,es,0,0,0,1,1,0,0,0
es_523,es,0,1,1,1,1,1,1,1
es_1841,es,1,1,1,1,1,0,1,1
es_941,es,0,0,0,1,0,0,1,0
es_1495,es,0,0,1,1,1,1,1,1
es_137,es,0,1,0,1,1,1,1,1
es_407,es,1,1,1,1,1,0,1,1
es_1871,es,1,0,0,1,0,0,0,1
es_1709,es,0,1,1,1,1,1,1,1
es_1845,es,1,1,1,1,1,1,1,1
es_642,es,0,1,1,1,1,1,1,1
es_1877,es,1,1,1,1,0,1,1,0
es_343,es,0,0,0,1,0,0,0,0
es_154,es,0,0,0,1,0,0,0,0
es_1525,es,0,1,0,1,0,0,0,0
es_1354,es,0,1,0,1,1,0,1,0
es_1374,es,0,1,1,1,1,1,1,1
es_484,es,1,0,1,1,1,1,1,1
es_1824,es,1,1,1,1,1,1,1,1
es_991,es,1,0,0,1,0,0,0,0
es_1395,es,0,1,0,1,1,0,1,0
es_2044,es,0,1,1,1,1,0,1,0
es_746,es,0,0,1,1,1,1,0,1
es_1631,es,0,0,1,1,0,0,1,1
es_517,es,0,1,1,1,1,1,1,1
es_1430,es,0,1,1,1,1,1,1,1
es_220,es,0,0,1,1,1,0,0,1
es_1194,es,0,1,1,1,1,1,1,1
es_1473,es,0,1,1,1,1,1,1,1
es_406,es,0,1,1,1,1,1,1,1
es_1859,es,0,1,1,1,1,1,1,1
es_948,es,0,1,1,1,1,1,1,1
es_521,es,0,0,1,1,1,1,1,1
es_1439,es,0,1,1,1,1,1,1,1
es_225,es,0,0,0,1,1,0,0,1
es_931,es,1,0,1,1,0,1,1,0
es_1609,es,0,1,1,1,1,1,1,1
es_1320,es,0,1,1,1,1,1,1,1
es_321,es,1,1,1,1,1,0,1,1
es_190,es,0,1,1,1,1,1,0,1
es_1413,es,0,0,1,1,1,1,1,1
es_151,es,0,0,1,1,1,1,1,1
es_1371,es,0,0,1,1,1,0,1,0
es_1348,es,0,0,0,1,0,0,0,0
es_1658,es,0,0,0,1,0,0,0,0
es_1198,es,1,1,1,1,1,0,1,0
es_1831,es,1,1,1,1,1,1,1,1
es_1607,es,0,1,1,1,1,0,1,1
es_1693,es,0,0,0,1,1,0,0,0
es_2007,es,0,1,1,1,1,1,1,1
es_525,es,0,1,1,1,1,1,1,1
es_1108,es,1,1,1,1,1,1,1,1
es_393,es,0,1,1,1,1,1,1,1
es_177,es,0,0,1,1,1,0,0,0
es_2011,es,0,1,0,1,1,1,1,1
es_913,es,0,1,1,1,1,1,1,1
es_2067,es,0,0,0,1,0,0,0,0
es_897,es,0,0,0,0,0,0,0,0
es_1474,es,0,1,1,1,1,1,1,0
es_1676,es,0,1,1,1,1,1,1,1
es_1629,es,0,0,1,1,1,0,0,1
es_1739,es,1,1,1,1,1,1,1,1
es_323,es,0,1,1,1,1,1,1,1
es_278,es,0,0,0,1,0,0,0,0
es_436,es,0,1,1,1,1,1,1,1
es_936,es,0,1,1,1,1,1,1,1
es_470,es,1,1,1,1,1,1,1,0
es_126,es,0,0,0,1,1,0,0,1
es_617,es,0,1,1,1,1,1,1,1
es_192,es,0,0,0,1,1,0,0,0
es_2051,es,0,0,0,1,0,1,1,0
es_766,es,0,1,1,1,1,1,1,1
es_1594,es,0,0,1,1,1,1,1,1
es_171,es,0,1,1,1,1,1,1,1
es_727,es,0,1,1,1,1,1,1,1
es_1887,es,0,1,1,1,1,1,1,1
es_1756,es,0,1,1,1,1,1,1,1
es_306,es,0,1,1,1,1,0,1,1
es_242,es,0,0,1,1,0,0,0,0
es_2017,es,0,1,1,1,1,1,1,1
es_1160,es,0,1,1,1,1,1,1,0
es_1511,es,0,1,1,1,1,1,0,1
es_921,es,0,0,0,1,1,1,0,1
es_751,es,0,0,0,1,1,1,0,1
es_1820,es,0,1,1,1,1,1,1,1
es_547,es,1,1,1,1,1,1,1,1
es_1123,es,0,1,1,1,1,1,1,1
es_2005,es,0,0,0,1,0,0,0,0
es_570,es,0,0,1,1,1,1,0,0
es_1666,es,0,0,1,1,1,1,1,1
es_539,es,0,1,1,1,1,1,1,1
es_747,es,0,0,1,1,0,0,0,0
es_1766,es,0,1,1,1,1,1,1,1
es_214,es,0,0,1,1,1,0,0,0
es_1576,es,0,1,1,1,1,1,1,1
es_1555,es,0,0,0,1,1,0,0,0
es_1615,es,0,1,1,1,1,1,1,1
es_441,es,0,1,1,1,1,1,1,1
es_188,es,0,1,1,1,1,1,0,1
es_2041,es,0,0,1,1,1,1,1,1
es_2012,es,1,1,1,1,1,1,0,1
es_1355,es,0,1,0,1,0,1,1,0
es_1502,es,0,0,0,1,0,0,0,0
es_132,es,0,0,0,1,0,0,0,0
es_373,es,0,1,1,1,1,1,1,1
es_1854,es,1,1,1,1,1,1,1,1
es_1327,es,0,1,1,1,1,1,1,1
es_1104,es,1,1,1,1,1,1,1,1
es_1809,es,0,1,1,1,1,1,1,1
es_509,es,0,1,1,1,1,1,1,1
es_288,es,0,1,1,1,1,1,1,1
es_246,es,0,0,1,1,0,1,0,0
es_840,es,0,1,1,1,1,1,1,1
es_1561,es,0,0,1,1,1,1,1,1
es_351,es,1,1,1,1,1,1,1,1
es_118,es,0,0,1,1,1,0,0,0
es_2025,es,0,1,1,1,1,1,1,1
es_1383,es,0,0,0,1,0,0,0,0
es_1406,es,0,1,1,1,1,1,1,1
es_1669,es,0,0,1,1,0,1,1,1
es_361,es,0,0,1,1,1,0,0,0
es_592,es,1,1,1,1,1,0,0,1
es_1888,es,1,1,1,1,1,1,1,1
es_1405,es,1,1,1,1,1,1,1,1
es_1442,es,0,1,0,1,1,1,1,0
es_625,es,0,1,1,1,1,1,1,1
es_107,es,0,0,0,1,0,0,0,0
es_1549,es,0,0,0,1,0,0,0,0
es_381,es,1,0,1,1,0,0,1,1
es_977,es,0,1,1,1,1,1,1,1
es_309,es,1,0,1,1,1,1,1,1
es_2045,es,0,1,1,1,1,1,1,1
es_990,es,0,1,1,1,1,1,1,1
es_791,es,0,1,1,1,1,1,1,1
es_141,es,0,0,0,1,0,0,0,0
es_397,es,0,1,1,1,1,1,1,1
es_1588,es,0,0,0,1,1,1,0,0
es_111,es,1,1,1,1,1,0,1,1
es_1128,es,0,1,1,1,1,1,1,1
es_125,es,0,0,1,1,1,0,0,0
es_668,es,0,1,1,1,1,1,1,1
es_808,es,0,1,1,1,1,1,1,1
es_902,es,0,0,1,1,1,1,1,1
es_1789,es,0,1,1,1,0,1,1,1
es_270,es,0,1,1,1,1,1,1,1
es_863,es,0,1,1,1,1,1,1,1
es_1706,es,0,1,1,1,1,1,1,1
es_329,es,0,0,1,1,0,1,1,0
es_493,es,0,1,1,1,1,1,1,1
es_2042,es,1,1,1,1,1,1,1,1
es_1429,es,0,0,0,1,0,0,0,0
es_1167,es,0,1,1,1,1,1,1,1
es_164,es,0,1,0,1,0,0,0,0
es_2068,es,0,0,0,1,0,0,0,0
es_502,es,0,1,1,1,1,1,1,1
es_782,es,0,1,1,1,1,1,1,1
es_1542,es,0,0,0,1,1,0,0,0
es_1570,es,0,0,1,1,1,1,1,1
es_1878,es,0,1,1,1,1,1,1,1
es_758,es,0,0,1,1,1,0,0,1
es_1729,es,0,1,1,1,1,1,1,1
es_1306,es,0,0,1,1,1,1,0,1
es_254,es,0,1,1,1,1,1,1,1
es_604,es,0,1,1,1,1,1,1,1
es_954,es,0,0,1,1,1,1,1,1
es_1545,es,0,0,0,1,1,0,0,0
es_101,es,0,0,1,1,1,1,1,1
es_1305,es,0,1,1,1,1,1,1,1
es_960,es,0,1,1,1,1,1,1,1
es_800,es,0,0,0,1,1,1,0,1
es_1835,es,1,1,1,1,1,1,0,1
es_117,es,0,0,0,1,0,0,0,0
es_216,es,0,0,0,1,0,0,0,0
es_1785,es,0,1,1,1,1,1,1,1
es_1774,es,0,0,1,1,0,0,0,0
es_755,es,0,1,1,1,1,1,1,1
es_793,es,0,0,1,1,1,1,1,1
es_134,es,0,1,1,1,1,1,1,1
es_1479,es,0,0,1,1,0,0,0,0
es_1528,es,0,0,0,1,0,0,0,0
es_1592,es,1,0,1,1,1,1,1,1
es_450,es,1,1,1,1,1,1,1,1
es_1597,es,0,0,0,1,1,0,0,0
es_839,es,0,1,1,1,1,1,1,1
es_1353,es,0,1,1,1,1,1,1,1
es_1726,es,1,1,1,1,1,1,1,1
es_1411,es,0,0,0,1,0,0,0,0
es_1157,es,0,1,1,1,1,1,1,1
es_1893,es,0,1,1,1,1,1,1,0
es_354,es,0,1,1,1,0,0,0,0
es_1466,es,0,1,1,1,1,1,1,1
es_1126,es,0,1,1,1,1,1,1,1
es_803,es,0,1,1,1,1,1,1,1
es_2001,es,0,0,0,0,0,0,0,0
es_790,es,1,0,1,1,1,1,1,1
es_980,es,0,1,1,1,1,1,1,1
es_1419,es,0,1,0,1,0,0,0,0
es_437,es,0,0,1,1,1,1,1,1
es_514,es,0,1,1,1,1,1,1,1
es_801,es,0,1,1,1,1,1,1,1
es_489,es,0,1,1,1,0,1,0,1
es_149,es,0,1,1,1,1,1,1,1
es_127,es,0,0,0,1,0,0,0,0
es_363,es,0,1,1,1,0,1,1,1
es_1690,es,0,1,1,1,1,1,1,1
es_366,es,0,1,1,1,1,1,1,1
es_1481,es,0,0,1,1,1,0,0,0
es_1456,es,0,1,1,1,1,1,1,1
es_768,es,0,1,1,1,1,1,1,1
es_1483,es,0,1,1,1,1,0,1,0
es_783,es,1,1,1,0,1,1,1,1
es_1639,es,0,0,1,1,0,1,1,0
es_263,es,1,1,1,1,1,1,1,1
es_314,es,0,1,1,1,1,1,1,1
es_911,es,0,0,1,1,1,1,1,1
es_924,es,0,1,1,1,1,1,1,1
es_1683,es,0,1,1,1,1,0,0,1
es_2093,es,0,1,1,1,1,1,1,1
es_544,es,0,0,1,1,1,1,1,1
es_1533,es,0,1,1,1,1,1,1,1
es_1583,es,0,1,1,1,1,1,1,1
es_2046,es,0,0,1,1,1,0,0,1
es_1114,es,0,1,1,1,1,1,1,1
es_1458,es,0,1,0,1,1,0,1,1
es_722,es,0,1,1,1,1,1,1,1
es_692,es,0,0,0,1,0,0,0,0
es_1186,es,0,0,1,1,1,1,1,0
es_1587,es,0,0,1,1,1,0,0,1
es_583,es,0,1,1,1,1,1,1,1
es_1891,es,1,1,1,1,1,1,1,1
es_155,es,0,0,1,1,0,0,0,0
es_788,es,1,1,1,1,1,1,1,1
es_1451,es,0,0,1,1,0,0,0,0
es_994,es,1,1,1,1,1,1,1,1
es_707,es,0,1,1,1,1,1,1,1
es_1818,es,0,0,1,1,1,1,0,1
es_2022,es,0,1,0,1,0,1,1,1
es_1143,es,0,0,0,1,1,0,0,0
es_1746,es,1,1,1,1,1,1,1,1
es_1427,es,0,0,1,1,0,0,0,0
es_510,es,0,1,1,1,1,1,1,1
es_281,es,0,1,1,1,1,1,1,1
es_1655,es,0,1,0,1,1,1,1,1
es_1116,es,0,1,1,1,1,1,1,1
es_1465,es,0,0,0,1,1,0,0,0
es_503,es,0,0,0,0,0,0,1,1
es_186,es,0,0,1,1,1,0,0,0
es_1118,es,0,1,1,1,1,1,1,1
es_187,es,0,0,0,1,0,0,0,0
es_401,es,0,0,0,1,0,0,0,0
es_1103,es,0,0,1,1,1,1,1,1
es_1600,es,0,0,1,1,1,0,0,0
es_453,es,0,1,1,1,1,1,1,1
es_348,es,0,1,1,1,1,1,1,1
es_1124,es,0,1,1,1,1,1,1,1
es_1444,es,0,1,0,1,0,0,1,1
es_1736,es,0,1,1,1,1,1,1,1
es_1361,es,1,1,1,1,1,1,1,1
es_949,es,1,0,1,1,1,1,1,1
es_1794,es,0,0,1,1,1,1,1,1
es_1168,es,1,1,1,1,1,1,1,1
es_1543,es,0,0,0,1,0,1,0,1
es_2092,es,0,0,1,1,1,0,1,0
es_1647,es,0,0,1,1,1,1,1,1
es_138,es,0,0,0,1,0,0,0,1
es_1163,es,0,1,1,1,1,1,1,1
es_2091,es,0,0,1,1,0,0,0,1
es_1751,es,1,1,1,1,1,1,1,1
es_1771,es,1,1,1,1,1,1,1,1
es_1363,es,0,1,1,1,1,1,1,1
es_409,es,0,0,1,1,1,1,1,1
es_1752,es,0,0,1,1,1,0,0,0
es_452,es,1,1,1,1,1,1,1,1
es_466,es,0,1,1,1,1,1,1,1
es_920,es,0,0,0,1,0,0,0,0
es_497,es,0,1,1,1,1,1,1,1
es_879,es,0,0,0,1,0,0,1,1
es_724,es,0,0,1,1,1,1,1,1
es_973,es,1,1,1,1,1,1,1,1
es_1132,es,0,1,1,1,1,1,1,1
es_1806,es,1,1,1,1,1,1,1,1
es_1521,es,0,0,0,1,0,0,0,0
es_1426,es,0,1,1,1,1,1,1,1
es_752,es,0,0,1,1,1,1,0,1
es_732,es,1,1,1,1,1,1,1,1
es_677,es,0,0,0,1,0,0,0,0
es_1753,es,0,1,1,1,1,1,1,1
es_653,es,0,0,0,1,1,0,0,0
es_1595,es,0,0,0,1,0,0,0,1
es_1154,es,1,1,1,1,1,1,1,1
es_901,es,0,1,1,1,1,1,1,1
es_984,es,0,1,1,1,1,1,1,1
es_2038,es,0,0,0,1,0,0,0,0
es_385,es,0,0,1,1,1,0,0,0
es_1107,es,1,1,1,1,1,1,1,1
es_1707,es,0,1,1,1,0,0,1,1
es_1724,es,0,1,1,1,1,1,1,1
es_1460,es,0,1,1,0,1,0,1,1
es_215,es,0,0,0,1,0,0,0,0
es_1135,es,0,1,1,1,1,1,1,1
es_1366,es,0,1,1,1,1,1,1,1
es_996,es,0,0,1,1,0,0,1,0
es_1514,es,0,1,1,1,1,1,1,1
es_1512,es,0,0,0,1,1,1,1,0
es_952,es,0,1,1,1,1,1,1,1
es_421,es,1,1,1,1,1,1,1,1
es_165,es,0,0,0,1,1,1,0,1
es_427,es,0,1,0,1,1,0,0,0
es_1687,es,0,1,1,1,1,1,1,1
es_203,es,0,0,1,1,1,0,0,1
es_806,es,0,1,1,1,1,1,1,1
es_688,es,0,0,1,1,0,0,0,0
es_1510,es,0,0,1,1,1,1,1,0
es_1158,es,0,1,1,1,0,1,0,1
es_851,es,0,0,1,1,1,0,1,1
es_542,es,0,0,0,1,0,0,0,0
es_714,es,0,0,0,1,1,0,0,0
es_561,es,0,1,1,1,1,1,1,1
es_1731,es,0,0,1,1,0,0,0,0
es_1577,es,0,0,0,1,0,0,0,0
es_885,es,0,1,1,1,1,1,1,1
es_1540,es,0,0,1,1,0,1,1,0
es_1185,es,0,1,1,0,1,1,1,1
es_1155,es,1,0,1,1,1,0,1,1
es_266,es,0,0,0,1,1,0,0,0
es_1673,es,0,1,1,1,1,1,1,1
es_1332,es,0,0,1,1,0,0,0,0
es_564,es,0,1,1,1,1,1,1,1
es_395,es,0,1,1,1,1,1,1,1
es_435,es,0,1,1,1,1,1,1,1
es_1765,es,0,1,1,1,1,1,1,1
es_198,es,0,1,1,1,1,1,1,0
es_2027,es,0,1,1,1,1,1,1,1
es_1768,es,1,1,1,1,1,1,1,1
es_573,es,0,0,0,1,0,0,0,0
es_636,es,0,0,0,0,0,0,0,0
es_968,es,1,1,1,1,1,0,1,1
es_205,es,0,0,0,1,0,0,0,0
es_1352,es,0,1,1,1,1,1,1,1
es_944,es,0,0,0,1,0,0,0,1
es_843,es,0,1,1,1,1,1,1,1
es_1497,es,0,1,1,1,1,1,1,1
es_145,es,0,0,0,1,0,0,0,0
es_1895,es,0,0,0,1,0,0,0,0
es_2028,es,0,1,1,1,1,0,0,0
es_794,es,0,0,1,1,1,1,1,1
es_904,es,0,0,1,1,1,1,0,1
es_1183,es,1,1,1,1,1,1,1,1
es_167,es,0,0,1,1,1,1,0,1
es_413,es,0,1,1,1,1,1,1,1
es_1420,es,0,1,1,1,1,0,0,1
es_1866,es,0,1,1,1,1,1,1,1
es_1178,es,0,1,1,1,1,1,1,1
es_1174,es,0,1,1,1,1,1,1,1
es_1624,es,0,1,1,1,1,1,1,1
es_1708,es,0,1,0,1,0,0,0,0
es_2073,es,1,1,1,1,1,0,1,1
es_1861,es,0,1,1,1,1,1,1,1
es_2008,es,0,1,1,1,1,1,1,1
es_2079,es,0,1,1,1,1,1,1,1
es_655,es,0,1,1,1,1,1,1,1
es_494,es,0,0,1,1,1,0,0,1
es_2010,es,0,0,1,1,1,1,1,1
es_1567,es,1,0,1,1,1,0,0,1
es_1350,es,0,1,1,1,1,1,1,1
es_1889,es,0,1,1,1,1,1,1,1
es_1881,es,0,0,0,1,1,0,0,1
es_1630,es,0,1,1,1,1,1,1,1
es_1860,es,1,1,1,1,1,1,1,1
es_995,es,0,0,1,1,0,0,0,0
es_1554,es,0,0,1,1,1,1,0,1
es_1781,es,0,0,0,1,0,0,0,0
es_1424,es,0,0,0,1,1,0,0,0
es_689,es,0,0,0,1,0,0,0,0
es_1811,es,1,1,1,1,1,1,1,1
es_1498,es,0,1,1,1,1,0,1,1
es_1461,es,0,0,0,1,1,0,0,1
es_629,es,0,1,1,1,1,1,1,1
es_938,es,0,1,1,1,1,1,1,1
es_1793,es,0,0,1,1,0,0,0,0
es_1732,es,0,1,1,1,1,1,1,1
es_1308,es,0,1,1,1,1,1,1,1
es_1701,es,0,1,1,1,1,1,1,1
es_1464,es,0,1,1,1,1,1,1,1
es_1865,es,0,1,1,1,1,1,1,1
es_1627,es,0,0,1,1,1,1,1,0
es_1448,es,0,1,1,1,1,1,1,1
es_245,es,0,0,0,1,0,0,0,0
es_957,es,0,0,1,1,1,1,1,1
es_1409,es,0,1,0,1,1,0,0,0
es_1331,es,0,0,0,1,0,0,0,0
es_1134,es,1,1,1,1,1,1,1,1
es_418,es,0,0,0,1,0,0,0,0
es_1556,es,0,0,1,1,1,1,1,0
es_560,es,0,1,1,1,1,1,1,1
es_136,es,0,0,0,1,0,0,0,0
es_1119,es,0,0,1,1,0,0,0,0
es_988,es,0,1,1,1,1,1,1,1
es_1827,es,0,1,1,1,1,1,1,1
es_993,es,1,1,1,1,1,1,1,1
es_199,es,0,0,1,1,1,0,1,1
es_2000,es,0,1,1,1,1,1,1,1
es_1605,es,0,1,1,1,1,1,1,1
es_868,es,0,0,1,1,0,0,1,1
es_1341,es,0,1,1,1,1,1,1,1
es_1896,es,0,1,1,1,1,1,1,1
es_491,es,0,1,1,1,1,1,1,1
es_1808,es,0,0,1,1,1,1,1,1
es_1462,es,0,1,1,1,1,1,1,1
es_1678,es,0,0,1,1,1,1,1,1
es_512,es,0,1,1,1,1,1,1,1
es_572,es,0,0,1,1,1,1,1,1
es_1815,es,0,1,1,1,1,1,1,1
es_1654,es,0,1,1,1,1,1,1,1
es_983,es,0,1,1,1,1,1,1,1
es_946,es,1,0,1,1,1,1,1,1
es_2096,es,0,1,1,1,1,1,1,1
es_1319,es,0,1,1,1,1,1,1,1
es_1703,es,0,1,1,1,1,1,1,1
es_684,es,0,0,1,1,1,0,1,1
es_128,es,0,1,0,1,1,0,0,1
es_472,es,0,1,1,1,1,0,1,1
es_824,es,1,0,1,1,0,1,0,0
es_1620,es,0,0,1,0,0,0,0,0
es_440,es,0,1,1,1,1,1,1,1
es_1784,es,0,1,1,1,1,1,1,1
es_847,es,0,1,1,1,1,1,1,1
es_1376,es,0,0,0,1,0,0,0,0
es_2018,es,1,0,1,1,1,0,0,1
es_182,es,0,0,0,1,0,0,0,0
es_1146,es,0,1,1,1,1,0,1,0
es_627,es,0,0,0,1,0,0,0,0
es_1833,es,1,0,1,1,1,0,1,1
es_1836,es,0,1,1,1,1,1,1,1
es_448,es,1,1,1,1,1,1,1,1
es_818,es,0,0,0,1,0,0,0,0
es_745,es,0,1,1,1,1,1,1,1
es_338,es,0,1,1,1,1,1,1,1
es_1541,es,1,1,1,1,1,0,0,1
es_1758,es,0,1,1,1,1,1,1,1
es_237,es,0,0,1,1,0,0,0,0
es_311,es,1,1,1,1,1,1,1,1
es_123,es,0,1,1,1,1,0,0,1
es_641,es,0,1,1,1,1,1,1,1
es_133,es,0,0,0,1,0,0,0,0
es_1660,es,0,0,0,0,0,1,1,1
es_2060,es,0,1,1,1,1,1,1,1
es_832,es,0,0,1,1,1,1,1,1
es_1360,es,0,0,0,1,0,0,0,0
es_1867,es,0,1,1,1,1,1,1,1
es_1330,es,0,1,1,1,1,1,1,1
es_1786,es,0,0,1,1,0,0,0,1
es_1477,es,0,0,0,1,1,0,1,1
es_557,es,0,0,1,1,0,0,0,0
es_591,es,1,1,1,1,1,1,1,1
es_1329,es,0,0,0,1,0,0,0,0
es_1358,es,0,1,0,1,1,1,1,1
es_978,es,0,0,0,1,1,0,0,1
es_1455,es,0,0,0,1,1,0,0,0
es_672,es,0,1,0,1,1,1,1,1
es_364,es,1,1,1,1,1,1,1,1
es_735,es,0,0,1,1,1,0,1,1
es_635,es,0,1,1,1,1,1,1,1
es_1515,es,0,0,0,1,1,0,0,1
es_759,es,0,0,1,1,1,0,0,1
es_2023,es,0,1,1,1,1,1,1,1
es_1487,es,0,1,1,1,1,1,1,1
es_2084,es,0,0,0,1,1,1,0,1
es_876,es,0,0,0,1,1,0,0,0
es_712,es,0,0,0,1,0,0,0,0
es_2021,es,0,1,1,1,1,1,1,1
es_807,es,0,1,1,1,1,1,1,1
es_767,es,0,0,0,1,1,0,0,1
es_923,es,0,0,1,1,1,0,1,1
es_1648,es,0,1,1,1,1,1,1,1
es_1172,es,0,1,1,1,1,1,1,1
es_376,es,0,1,1,1,1,1,1,1
es_1112,es,1,1,1,1,1,1,1,1
es_1195,es,0,0,1,1,0,0,0,0
es_1571,es,0,1,1,1,1,1,1,1
es_389,es,1,0,1,1,1,0,1,1
es_1667,es,0,1,1,1,1,1,1,1
es_594,es,0,0,1,1,0,0,1,0
es_383,es,1,1,1,1,1,1,1,1
es_1182,es,0,1,1,1,1,1,1,1
es_424,es,0,1,1,1,1,1,1,1
es_482,es,0,1,1,1,1,1,1,1
es_1402,es,0,0,0,1,0,0,0,0
es_761,es,1,1,1,1,1,1,1,1
es_399,es,0,1,1,1,1,1,1,1
es_1317,es,0,0,1,1,1,1,0,0
es_964,es,0,0,1,1,1,0,1,1
es_1142,es,1,1,1,1,1,0,1,1
es_404,es,0,1,1,1,1,1,1,1
es_953,es,0,0,1,1,0,0,0,0
es_710,es,0,1,1,1,1,1,1,1
es_1743,es,1,1,1,1,1,1,1,1
es_584,es,0,1,1,1,1,1,1,1
es_1782,es,1,1,1,1,1,1,0,1
es_336,es,0,0,1,1,1,1,1,1
es_1691,es,0,1,1,1,1,1,1,1
es_1342,es,1,1,1,1,1,1,1,1
es_276,es,0,0,1,1,0,0,1,0
